EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR. %,TD %,SUB.ATT,REV.,CTRL,sig_str_attempt,sig_str_land,total_str_attempt,total_str_land,touchdown_attempt,takedown_land,total_leg_attempt,total_leg_land,total_distance_strike_attempt,total_distance_strike_land,total_body_attempt,total_body_land,total_clinch_attempt,total_clinch_land,total_ground_attempt,total_ground_land,total_head_attempt,total_head_land
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 1,colby covington,0.0,0.19,0.0,0.0,0.0,22.0,10,51,10,51,0,2,1,3,10,51,4,6,0,0,0,0,5,42
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 2,colby covington,0.0,0.38,0.33,0.0,0.0,88.0,19,50,25,56,1,3,2,2,17,48,4,5,0,0,2,2,13,43
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 3,colby covington,0.0,0.34,0.0,0.0,0.0,110.0,8,23,36,54,0,3,0,0,6,21,0,0,0,0,2,2,8,23
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 1,joaquin buckley,0.0,0.41,0.0,0.0,0.0,9.0,23,55,23,55,0,0,1,1,20,49,4,7,1,2,2,4,18,47
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 2,joaquin buckley,0.0,0.5,0.0,0.0,0.0,1.0,28,55,29,56,0,1,2,2,24,50,6,7,4,5,0,0,20,46
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 3,joaquin buckley,0.0,0.58,0.0,1.0,0.0,68.0,24,41,29,49,0,0,0,0,21,36,3,3,1,1,2,4,21,38
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 1,cub swanson,0.0,0.68,0.0,0.0,0.0,0.0,39,57,40,58,0,0,9,9,39,57,7,10,0,0,0,0,23,38
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 2,cub swanson,0.0,0.57,0.0,0.0,0.0,9.0,40,69,54,83,0,0,1,2,36,65,4,6,4,4,0,0,35,61
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 3,cub swanson,1.0,0.62,0.0,0.0,0.0,1.0,20,32,20,32,0,0,2,2,20,32,2,2,0,0,0,0,16,28
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 1,billy quarantillo,0.0,0.42,0.33,0.0,0.0,14.0,37,88,37,88,1,3,9,12,37,87,6,10,0,1,0,0,22,66
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 2,billy quarantillo,0.0,0.36,0.4,0.0,0.0,98.0,38,105,49,117,2,5,1,2,32,91,6,12,6,14,0,0,31,91
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 3,billy quarantillo,0.0,0.5,0.0,0.0,0.0,15.0,22,44,22,44,0,3,2,3,22,44,8,10,0,0,0,0,12,31
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 1,manel kape,0.0,0.66,0.0,0.0,0.0,0.0,32,48,32,48,0,0,9,9,31,47,2,2,1,1,0,0,21,37
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 2,manel kape,0.0,0.59,0.0,0.0,0.0,0.0,39,66,39,66,0,0,9,9,38,65,5,5,1,1,0,0,25,52
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 3,manel kape,1.0,0.74,0.0,0.0,0.0,1.0,40,54,40,54,0,0,4,4,40,53,11,12,0,0,0,1,25,38
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 1,bruno silva,0.0,0.55,0.0,0.0,0.0,0.0,19,34,21,36,0,2,2,2,18,33,10,14,1,1,0,0,7,18
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 2,bruno silva,0.0,0.62,0.0,0.0,0.0,0.0,27,43,28,44,0,3,7,7,26,42,7,9,1,1,0,0,13,27
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 3,bruno silva,0.0,0.31,0.0,0.0,0.0,0.0,11,35,11,35,0,0,0,0,11,35,4,6,0,0,0,0,7,29
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 1,vitor petrino,0.0,0.38,0.0,0.0,0.0,2.0,10,26,10,26,0,1,3,5,10,26,2,2,0,0,0,0,5,19
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 2,vitor petrino,0.0,0.4,0.0,0.0,0.0,0.0,19,47,19,47,0,0,1,2,19,47,2,3,0,0,0,0,16,42
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 3,vitor petrino,0.0,0.47,0.0,0.0,0.0,38.0,11,23,11,23,0,3,3,3,11,23,2,2,0,0,0,0,6,18
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 1,dustin jacoby,0.0,0.37,0.0,0.0,0.0,4.0,12,32,12,32,0,0,6,8,8,25,1,2,4,7,0,0,5,22
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 2,dustin jacoby,0.0,0.5,0.0,0.0,0.0,0.0,18,36,18,36,0,0,7,8,18,36,3,4,0,0,0,0,8,24
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 3,dustin jacoby,1.0,0.53,0.0,0.0,0.0,16.0,15,28,17,32,0,0,2,2,13,26,3,3,1,1,1,1,10,23
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 1,adrian yanez,0.0,0.43,0.0,0.0,0.0,23.0,24,55,29,60,0,0,7,7,24,55,2,2,0,0,0,0,15,46
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 2,adrian yanez,0.0,0.41,0.0,0.0,0.0,0.0,41,98,41,98,0,0,7,10,41,97,5,6,0,1,0,0,29,82
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 3,adrian yanez,0.0,0.46,0.0,0.0,0.0,52.0,14,30,15,31,0,1,0,0,14,30,1,2,0,0,0,0,13,28
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 1,daniel marcos,0.0,0.63,0.0,0.0,0.0,46.0,29,46,30,47,0,0,11,11,27,44,4,5,2,2,0,0,14,30
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 2,daniel marcos,0.0,0.55,0.0,0.0,0.0,0.0,39,70,39,70,0,2,5,8,39,70,5,10,0,0,0,0,29,52
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 3,daniel marcos,0.0,0.58,1.0,0.0,0.0,157.0,18,31,26,39,2,2,1,1,15,28,0,1,1,1,2,2,17,29
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 1,navajo stirling,0.0,0.36,0.0,0.0,0.0,23.0,21,57,24,62,0,0,4,7,20,54,9,15,1,3,0,0,8,35
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 2,navajo stirling,0.0,0.62,0.0,0.0,0.0,0.0,22,35,25,39,0,0,2,2,17,28,12,14,5,7,0,0,8,19
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 3,navajo stirling,0.0,0.55,0.0,0.0,0.0,31.0,35,63,50,80,0,0,2,2,33,60,16,21,2,3,0,0,17,40
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 1,tuco tokkos,0.0,0.41,0.0,0.0,0.0,0.0,10,24,10,24,0,2,4,7,9,22,3,3,1,2,0,0,3,14
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 2,tuco tokkos,0.0,0.28,0.6,0.0,0.0,149.0,10,35,12,37,3,5,1,3,8,30,1,1,2,5,0,0,8,31
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 3,tuco tokkos,0.0,0.38,0.0,0.0,0.0,67.0,12,31,12,32,0,2,4,5,11,28,1,1,1,3,0,0,7,25
ufc fight night: covington vs. buckley,michael johnson vs. ottman azaitar,Round 1,michael johnson,0.0,0.35,0.0,0.0,0.0,10.0,11,31,11,31,0,1,2,4,10,30,3,6,1,1,0,0,6,21
ufc fight night: covington vs. buckley,michael johnson vs. ottman azaitar,Round 2,michael johnson,1.0,0.42,0.0,0.0,0.0,2.0,8,19,8,19,0,0,1,1,6,16,0,2,0,0,2,3,7,16
ufc fight night: covington vs. buckley,michael johnson vs. ottman azaitar,Round 1,ottman azaitar,0.0,0.27,0.0,0.0,0.0,0.0,10,37,14,42,0,0,0,3,9,36,5,9,1,1,0,0,5,25
ufc fight night: covington vs. buckley,michael johnson vs. ottman azaitar,Round 2,ottman azaitar,0.0,0.31,0.0,0.0,0.0,0.0,6,19,6,19,0,0,1,2,6,19,2,3,0,0,0,0,3,14
ufc fight night: covington vs. buckley,joel alvarez vs. drakkar klose,Round 1,joel alvarez,0.0,0.83,0.0,0.0,0.0,4.0,20,24,39,44,0,0,1,1,12,16,4,4,8,8,0,0,15,19
ufc fight night: covington vs. buckley,joel alvarez vs. drakkar klose,Round 1,drakkar klose,0.0,0.53,1.0,0.0,0.0,68.0,7,13,16,23,1,1,4,4,7,12,2,3,0,1,0,0,1,6
ufc fight night: covington vs. buckley,sean woodson vs. fernando padilla,Round 1,sean woodson,1.0,0.53,0.0,0.0,0.0,63.0,38,71,38,71,0,0,3,4,36,69,0,3,0,0,2,2,35,64
ufc fight night: covington vs. buckley,sean woodson vs. fernando padilla,Round 1,fernando padilla,0.0,0.31,0.0,0.0,0.0,9.0,22,69,24,72,0,0,4,4,17,61,4,6,5,8,0,0,14,59
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 1,miles johns,0.0,0.27,0.0,0.0,0.0,29.0,12,43,12,43,0,0,1,2,12,43,2,2,0,0,0,0,9,39
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 2,miles johns,0.0,0.24,0.0,0.0,0.0,34.0,15,61,18,65,0,1,3,4,15,61,3,3,0,0,0,0,9,54
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 3,miles johns,0.0,0.12,0.0,0.0,1.0,32.0,4,33,5,35,0,0,1,2,4,31,0,2,0,2,0,0,3,29
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 1,felipe lima,0.0,0.41,0.0,0.0,0.0,2.0,20,48,20,48,0,1,3,9,18,46,4,5,2,2,0,0,13,34
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 2,felipe lima,0.0,0.41,1.0,0.0,0.0,44.0,24,58,27,61,1,1,1,2,24,56,2,4,0,1,0,1,21,52
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 3,felipe lima,0.0,0.39,0.33,1.0,0.0,129.0,11,28,13,31,1,3,1,1,10,24,1,1,1,2,0,2,9,26
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 1,miranda maverick,0.0,0.33,0.0,0.0,0.0,169.0,8,24,20,37,0,6,3,7,8,23,2,2,0,1,0,0,3,15
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 2,miranda maverick,0.0,0.75,0.5,0.0,0.0,97.0,3,4,15,17,1,2,2,2,2,3,1,1,1,1,0,0,0,1
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 3,miranda maverick,0.0,0.32,1.0,0.0,0.0,144.0,13,40,26,63,1,1,2,3,13,39,2,3,0,0,0,1,9,34
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 1,jamey-lyn horth,0.0,0.21,0.0,0.0,0.0,20.0,4,19,21,37,0,0,1,1,4,19,1,3,0,0,0,0,2,15
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 2,jamey-lyn horth,0.0,0.5,0.33,1.0,1.0,174.0,2,4,22,27,1,3,0,0,1,3,1,1,1,1,0,0,1,3
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 3,jamey-lyn horth,0.0,0.28,0.0,0.0,0.0,4.0,9,32,20,47,0,0,0,1,9,32,1,4,0,0,0,0,8,27
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 1,davey grant,0.0,0.54,0.0,0.0,0.0,0.0,39,72,39,72,0,0,19,22,39,72,15,22,0,0,0,0,5,28
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 2,davey grant,0.0,0.5,0.0,0.0,0.0,0.0,45,89,45,89,0,1,17,21,45,89,12,22,0,0,0,0,16,46
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 3,davey grant,0.0,0.48,0.0,0.0,0.0,0.0,63,129,63,129,0,0,19,22,63,129,15,23,0,0,0,0,29,84
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 1,ramon taveras,0.0,0.35,0.0,0.0,0.0,0.0,12,34,12,34,0,0,0,0,12,34,2,2,0,0,0,0,10,32
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 2,ramon taveras,0.0,0.51,0.0,0.0,0.0,0.0,25,49,25,49,0,0,1,1,23,45,1,1,2,3,0,1,23,47
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 3,ramon taveras,0.0,0.43,0.0,0.0,0.0,0.0,32,73,32,73,0,0,0,0,32,73,2,3,0,0,0,0,30,70
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 1,josefine knutsson,0.0,0.6,0.0,0.0,0.0,20.0,18,30,31,46,0,0,1,1,7,12,5,5,11,18,0,0,12,24
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 2,josefine knutsson,0.0,0.31,0.0,0.0,0.0,57.0,6,19,16,29,0,0,0,0,3,12,2,3,3,7,0,0,4,16
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 3,josefine knutsson,0.0,0.33,0.0,0.0,0.0,0.0,2,6,20,25,0,0,1,2,2,6,1,1,0,0,0,0,0,3
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 1,piera rodriguez,0.0,0.61,0.8,0.0,0.0,220.0,19,31,24,36,4,5,0,1,6,13,3,4,6,9,7,9,16,26
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 2,piera rodriguez,0.0,0.63,0.75,0.0,0.0,159.0,12,19,21,34,3,4,1,1,5,10,5,6,5,7,2,2,6,12
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 3,piera rodriguez,0.0,0.35,1.0,0.0,0.0,245.0,5,14,40,67,1,1,1,1,1,3,0,0,0,0,4,11,4,13
ufc 310: pantoja vs. asakura,alexandre pantoja vs. kai asakura,Round 1,alexandre pantoja,0.0,0.63,0.5,0.0,0.0,60.0,31,49,32,50,2,4,12,14,29,47,5,5,2,2,0,0,14,30
ufc 310: pantoja vs. asakura,alexandre pantoja vs. kai asakura,Round 2,alexandre pantoja,0.0,0.33,0.33,1.0,0.0,106.0,1,3,1,3,1,3,0,0,1,3,0,0,0,0,0,0,1,3
ufc 310: pantoja vs. asakura,alexandre pantoja vs. kai asakura,Round 1,kai asakura,0.0,0.57,0.0,0.0,0.0,24.0,15,26,27,40,0,0,2,3,15,25,5,6,0,1,0,0,8,17
ufc 310: pantoja vs. asakura,alexandre pantoja vs. kai asakura,Round 2,kai asakura,0.0,0.66,0.0,0.0,0.0,0.0,2,3,3,4,0,0,0,0,2,3,0,0,0,0,0,0,2,3
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 1,shavkat rakhmonov,0.0,0.4,0.0,0.0,0.0,200.0,2,5,13,16,0,3,0,0,1,3,1,2,1,2,0,0,1,3
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 2,shavkat rakhmonov,0.0,0.5,0.0,0.0,0.0,91.0,9,18,15,25,0,1,0,0,9,18,0,2,0,0,0,0,9,16
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 3,shavkat rakhmonov,0.0,0.57,0.0,0.0,0.0,71.0,11,19,11,19,0,0,0,0,10,18,4,5,1,1,0,0,7,14
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 4,shavkat rakhmonov,0.0,0.63,0.66,0.0,0.0,175.0,14,22,19,30,2,3,2,2,3,8,1,1,1,1,10,13,11,19
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 5,shavkat rakhmonov,0.0,0.33,0.0,0.0,1.0,164.0,1,3,7,12,0,3,0,0,1,3,0,0,0,0,0,0,1,3
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 1,ian machado garry,0.0,0.75,0.0,0.0,0.0,9.0,3,4,14,17,0,1,1,1,1,2,2,2,2,2,0,0,0,1
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 2,ian machado garry,0.0,0.41,0.0,0.0,0.0,26.0,10,24,13,28,0,0,6,9,8,20,2,3,2,4,0,0,2,12
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 3,ian machado garry,0.0,0.41,0.0,0.0,0.0,8.0,14,34,14,35,0,0,7,11,14,31,3,7,0,3,0,0,4,16
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 4,ian machado garry,0.0,0.68,0.0,0.0,0.0,13.0,11,16,23,31,0,0,6,7,10,15,3,3,1,1,0,0,2,6
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 5,ian machado garry,0.0,0.66,1.0,2.0,0.0,96.0,4,6,38,46,1,1,1,1,2,4,0,0,2,2,0,0,3,5
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 1,ciryl gane,0.0,0.8,1.0,2.0,0.0,98.0,12,15,17,20,1,1,4,4,9,12,5,5,0,0,3,3,3,6
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 2,ciryl gane,0.0,0.69,0.33,0.0,0.0,39.0,27,39,27,39,1,3,13,14,27,38,5,6,0,1,0,0,9,19
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 3,ciryl gane,0.0,0.57,0.0,0.0,0.0,83.0,4,7,4,7,0,0,2,2,4,7,0,0,0,0,0,0,2,5
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 1,alexander volkov,0.0,0.71,0.66,0.0,0.0,94.0,10,14,12,18,2,3,1,2,9,13,7,7,1,1,0,0,2,5
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 2,alexander volkov,0.0,0.53,0.0,1.0,0.0,0.0,25,47,25,47,0,0,1,3,23,44,10,12,2,3,0,0,14,32
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 3,alexander volkov,0.0,0.4,1.0,0.0,0.0,178.0,4,10,68,75,1,1,0,0,4,10,1,1,0,0,0,0,3,9
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 1,bryce mitchell,0.0,0.75,1.0,0.0,0.0,263.0,6,8,64,74,1,1,2,2,3,4,3,3,2,2,1,2,1,3
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 2,bryce mitchell,0.0,0.71,1.0,0.0,0.0,246.0,10,14,70,86,1,1,1,1,8,12,3,4,2,2,0,0,6,9
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 3,bryce mitchell,0.0,0.71,0.0,0.0,0.0,4.0,10,14,13,17,0,0,0,0,6,10,3,3,1,1,3,3,7,11
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 1,kron gracie,0.0,0.28,0.0,0.0,0.0,0.0,2,7,41,47,0,0,0,1,1,6,1,2,1,1,0,0,1,4
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 2,kron gracie,0.0,0.05,0.0,1.0,0.0,2.0,1,18,46,65,0,0,0,1,1,18,0,1,0,0,0,0,1,16
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 3,kron gracie,0.0,0.5,0.0,0.0,0.0,0.0,3,6,3,6,0,0,1,1,3,6,0,0,0,0,0,0,2,5
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 1,nate landwehr,0.0,0.36,0.0,0.0,0.0,23.0,9,25,11,29,0,0,3,4,6,20,4,10,3,5,0,0,2,11
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 2,nate landwehr,0.0,0.4,0.0,0.0,0.0,19.0,12,30,16,35,0,0,0,1,5,23,5,5,7,7,0,0,7,24
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 3,nate landwehr,0.0,0.33,0.0,0.0,0.0,0.0,4,12,5,13,0,0,0,0,4,12,0,0,0,0,0,0,4,12
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 1,dooho choi,0.0,0.6,0.5,0.0,0.0,84.0,40,66,40,66,1,2,4,5,38,64,4,4,1,1,1,1,32,57
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 2,dooho choi,0.0,0.79,1.0,0.0,0.0,180.0,23,29,26,32,2,2,3,3,18,24,5,5,3,3,2,2,15,21
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 3,dooho choi,0.0,0.71,1.0,0.0,0.0,169.0,15,21,48,59,1,1,1,1,6,11,0,0,0,0,9,10,14,20
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 1,dominick reyes,0.0,0.63,0.0,0.0,0.0,0.0,48,76,53,82,0,0,2,2,47,73,8,10,1,3,0,0,38,64
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 2,dominick reyes,0.0,0.84,0.0,0.0,0.0,231.0,73,86,119,150,0,0,1,1,1,2,0,0,16,19,56,65,72,85
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 1,anthony smith,0.0,0.45,0.0,0.0,0.0,1.0,21,46,24,49,0,1,2,3,19,43,5,7,2,3,0,0,14,36
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 2,anthony smith,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ufc 310: pantoja vs. asakura,vicente luque vs. themba gorimbo,Round 1,vicente luque,0.0,0.33,0.0,1.0,0.0,14.0,2,6,2,6,0,0,1,2,2,6,0,0,0,0,0,0,1,4
ufc 310: pantoja vs. asakura,vicente luque vs. themba gorimbo,Round 1,themba gorimbo,0.0,0.55,0.0,0.0,0.0,0.0,5,9,5,9,0,0,3,3,5,9,1,1,0,0,0,0,1,5
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 1,movsar evloev,0.0,0.16,1.0,0.0,0.0,55.0,1,6,16,26,1,1,1,2,1,5,0,0,0,1,0,0,0,4
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 2,movsar evloev,0.0,0.33,1.0,0.0,0.0,205.0,3,9,48,58,2,2,0,0,3,9,1,1,0,0,0,0,2,8
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 3,movsar evloev,0.0,0.36,0.5,0.0,1.0,109.0,4,11,72,81,1,2,0,0,2,8,0,0,0,0,2,3,4,11
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 1,aljamain sterling,0.0,0.27,1.0,0.0,0.0,169.0,3,11,7,18,2,2,0,1,3,11,2,5,0,0,0,0,1,5
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 2,aljamain sterling,0.0,0.62,0.33,0.0,2.0,48.0,5,8,25,30,1,3,0,0,4,7,2,2,1,1,0,0,3,6
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 3,aljamain sterling,0.0,0.57,1.0,0.0,0.0,159.0,4,7,13,19,3,3,0,1,2,5,1,1,1,1,1,1,3,5
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 1,randy brown,0.0,0.46,1.0,0.0,0.0,40.0,21,45,29,56,2,2,1,1,19,42,9,12,2,3,0,0,11,32
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 2,randy brown,0.0,0.51,0.0,0.0,0.0,56.0,15,29,21,35,0,1,1,1,13,26,3,3,2,3,0,0,11,25
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 3,randy brown,0.0,0.64,0.0,0.0,0.0,10.0,24,37,30,44,0,2,4,4,17,28,10,11,7,9,0,0,10,22
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 1,bryan battle,0.0,0.45,0.0,0.0,0.0,78.0,14,31,18,35,0,2,1,3,11,27,9,11,3,4,0,0,4,17
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 2,bryan battle,0.0,0.53,0.0,0.0,0.0,157.0,22,41,56,86,0,0,3,3,7,25,13,15,15,16,0,0,6,23
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 3,bryan battle,0.0,0.55,0.0,0.0,0.0,210.0,21,38,35,54,0,4,2,2,9,24,9,12,12,14,0,0,10,24
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 1,chris weidman,1.0,0.5,0.0,0.0,0.0,130.0,13,26,20,36,0,1,0,0,9,13,5,6,0,2,4,11,8,20
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 2,chris weidman,0.0,0.3,0.0,1.0,0.0,5.0,3,10,7,14,0,0,0,0,3,10,0,0,0,0,0,0,3,10
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 1,eryk anders,0.0,0.47,0.0,0.0,0.0,41.0,11,23,12,29,0,4,0,0,3,10,3,3,7,12,1,1,8,20
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 2,eryk anders,0.0,0.64,0.0,0.0,0.0,223.0,51,79,109,164,0,2,0,0,4,15,3,3,0,0,47,64,48,76
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 1,cody durden,0.0,0.42,0.66,0.0,0.0,194.0,14,33,18,38,2,3,0,1,14,33,1,2,0,0,0,0,13,30
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 2,cody durden,0.0,0.27,0.0,0.0,0.0,0.0,27,99,27,100,0,3,1,1,27,99,4,5,0,0,0,0,22,93
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 3,cody durden,0.0,0.34,0.0,0.0,0.0,0.0,29,85,29,85,0,2,3,4,29,85,1,1,0,0,0,0,25,80
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 1,joshua van,0.0,0.61,0.0,0.0,0.0,0.0,30,49,46,65,0,0,4,6,15,32,2,4,13,15,2,2,24,39
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 2,joshua van,0.0,0.52,0.0,0.0,0.0,9.0,72,136,73,137,0,0,1,2,71,134,14,15,1,2,0,0,57,119
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 3,joshua van,0.0,0.52,0.0,0.0,0.0,11.0,63,119,65,121,0,0,7,7,58,113,6,8,5,5,0,1,50,104
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 1,michael chiesa,0.0,0.35,0.25,0.0,0.0,95.0,6,17,12,25,1,4,0,0,4,15,2,4,2,2,0,0,4,13
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 2,michael chiesa,0.0,0.31,0.0,0.0,0.0,80.0,5,16,38,54,0,3,0,0,3,11,0,2,2,5,0,0,5,14
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 3,michael chiesa,0.0,0.33,1.0,1.0,0.0,53.0,2,6,4,8,1,1,0,0,2,3,0,0,0,3,0,0,2,6
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 1,max griffin,0.0,0.2,0.0,0.0,0.0,0.0,3,15,5,17,0,1,0,0,3,14,0,0,0,1,0,0,3,15
