EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR. %,TD %,SUB.ATT,REV.,CTRL,sig_str_attempt,sig_str_land,total_str_attempt,total_str_land,touchdown_attempt,takedown_land,total_leg_attempt,total_leg_land,total_distance_strike_attempt,total_distance_strike_land,total_body_attempt,total_body_land,total_clinch_attempt,total_clinch_land,total_ground_attempt,total_ground_land,total_head_attempt,total_head_land
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 1,colby covington,0.0,0.19,0.0,0.0,0.0,22.0,51,10,51,10,2,0,3,1,51,10,6,4,0,0,0,0,42,5
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 2,colby covington,0.0,0.38,0.33,0.0,0.0,88.0,50,19,56,25,3,1,2,2,48,17,5,4,0,0,2,2,43,13
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 3,colby covington,0.0,0.34,0.0,0.0,0.0,110.0,23,8,54,36,3,0,0,0,21,6,0,0,0,0,2,2,23,8
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 1,joaquin buckley,0.0,0.41,0.0,0.0,0.0,9.0,55,23,55,23,0,0,1,1,49,20,7,4,2,1,4,2,47,18
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 2,joaquin buckley,0.0,0.5,0.0,0.0,0.0,1.0,55,28,56,29,1,0,2,2,50,24,7,6,5,4,0,0,46,20
ufc fight night: covington vs. buckley,colby covington vs. joaquin buckley,Round 3,joaquin buckley,0.0,0.58,0.0,1.0,0.0,68.0,41,24,49,29,0,0,0,0,36,21,3,3,1,1,4,2,38,21
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 1,cub swanson,0.0,0.68,0.0,0.0,0.0,0.0,57,39,58,40,0,0,9,9,57,39,10,7,0,0,0,0,38,23
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 2,cub swanson,0.0,0.57,0.0,0.0,0.0,9.0,69,40,83,54,0,0,2,1,65,36,6,4,4,4,0,0,61,35
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 3,cub swanson,1.0,0.62,0.0,0.0,0.0,1.0,32,20,32,20,0,0,2,2,32,20,2,2,0,0,0,0,28,16
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 1,billy quarantillo,0.0,0.42,0.33,0.0,0.0,14.0,88,37,88,37,3,1,12,9,87,37,10,6,1,0,0,0,66,22
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 2,billy quarantillo,0.0,0.36,0.4,0.0,0.0,98.0,105,38,117,49,5,2,2,1,91,32,12,6,14,6,0,0,91,31
ufc fight night: covington vs. buckley,cub swanson vs. billy quarantillo,Round 3,billy quarantillo,0.0,0.5,0.0,0.0,0.0,15.0,44,22,44,22,3,0,3,2,44,22,10,8,0,0,0,0,31,12
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 1,manel kape,0.0,0.66,0.0,0.0,0.0,0.0,48,32,48,32,0,0,9,9,47,31,2,2,1,1,0,0,37,21
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 2,manel kape,0.0,0.59,0.0,0.0,0.0,0.0,66,39,66,39,0,0,9,9,65,38,5,5,1,1,0,0,52,25
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 3,manel kape,1.0,0.74,0.0,0.0,0.0,1.0,54,40,54,40,0,0,4,4,53,40,12,11,0,0,1,0,38,25
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 1,bruno silva,0.0,0.55,0.0,0.0,0.0,0.0,34,19,36,21,2,0,2,2,33,18,14,10,1,1,0,0,18,7
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 2,bruno silva,0.0,0.62,0.0,0.0,0.0,0.0,43,27,44,28,3,0,7,7,42,26,9,7,1,1,0,0,27,13
ufc fight night: covington vs. buckley,manel kape vs. bruno silva,Round 3,bruno silva,0.0,0.31,0.0,0.0,0.0,0.0,35,11,35,11,0,0,0,0,35,11,6,4,0,0,0,0,29,7
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 1,vitor petrino,0.0,0.38,0.0,0.0,0.0,2.0,26,10,26,10,1,0,5,3,26,10,2,2,0,0,0,0,19,5
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 2,vitor petrino,0.0,0.4,0.0,0.0,0.0,0.0,47,19,47,19,0,0,2,1,47,19,3,2,0,0,0,0,42,16
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 3,vitor petrino,0.0,0.47,0.0,0.0,0.0,38.0,23,11,23,11,3,0,3,3,23,11,2,2,0,0,0,0,18,6
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 1,dustin jacoby,0.0,0.37,0.0,0.0,0.0,4.0,32,12,32,12,0,0,8,6,25,8,2,1,7,4,0,0,22,5
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 2,dustin jacoby,0.0,0.5,0.0,0.0,0.0,0.0,36,18,36,18,0,0,8,7,36,18,4,3,0,0,0,0,24,8
ufc fight night: covington vs. buckley,vitor petrino vs. dustin jacoby,Round 3,dustin jacoby,1.0,0.53,0.0,0.0,0.0,16.0,28,15,32,17,0,0,2,2,26,13,3,3,1,1,1,1,23,10
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 1,adrian yanez,0.0,0.43,0.0,0.0,0.0,23.0,55,24,60,29,0,0,7,7,55,24,2,2,0,0,0,0,46,15
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 2,adrian yanez,0.0,0.41,0.0,0.0,0.0,0.0,98,41,98,41,0,0,10,7,97,41,6,5,1,0,0,0,82,29
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 3,adrian yanez,0.0,0.46,0.0,0.0,0.0,52.0,30,14,31,15,1,0,0,0,30,14,2,1,0,0,0,0,28,13
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 1,daniel marcos,0.0,0.63,0.0,0.0,0.0,46.0,46,29,47,30,0,0,11,11,44,27,5,4,2,2,0,0,30,14
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 2,daniel marcos,0.0,0.55,0.0,0.0,0.0,0.0,70,39,70,39,2,0,8,5,70,39,10,5,0,0,0,0,52,29
ufc fight night: covington vs. buckley,adrian yanez vs. daniel marcos,Round 3,daniel marcos,0.0,0.58,1.0,0.0,0.0,157.0,31,18,39,26,2,2,1,1,28,15,1,0,1,1,2,2,29,17
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 1,navajo stirling,0.0,0.36,0.0,0.0,0.0,23.0,57,21,62,24,0,0,7,4,54,20,15,9,3,1,0,0,35,8
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 2,navajo stirling,0.0,0.62,0.0,0.0,0.0,0.0,35,22,39,25,0,0,2,2,28,17,14,12,7,5,0,0,19,8
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 3,navajo stirling,0.0,0.55,0.0,0.0,0.0,31.0,63,35,80,50,0,0,2,2,60,33,21,16,3,2,0,0,40,17
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 1,tuco tokkos,0.0,0.41,0.0,0.0,0.0,0.0,24,10,24,10,2,0,7,4,22,9,3,3,2,1,0,0,14,3
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 2,tuco tokkos,0.0,0.28,0.6,0.0,0.0,149.0,35,10,37,12,5,3,3,1,30,8,1,1,5,2,0,0,31,8
ufc fight night: covington vs. buckley,navajo stirling vs. tuco tokkos,Round 3,tuco tokkos,0.0,0.38,0.0,0.0,0.0,67.0,31,12,32,12,2,0,5,4,28,11,1,1,3,1,0,0,25,7
ufc fight night: covington vs. buckley,michael johnson vs. ottman azaitar,Round 1,michael johnson,0.0,0.35,0.0,0.0,0.0,10.0,31,11,31,11,1,0,4,2,30,10,6,3,1,1,0,0,21,6
ufc fight night: covington vs. buckley,michael johnson vs. ottman azaitar,Round 2,michael johnson,1.0,0.42,0.0,0.0,0.0,2.0,19,8,19,8,0,0,1,1,16,6,2,0,0,0,3,2,16,7
ufc fight night: covington vs. buckley,michael johnson vs. ottman azaitar,Round 1,ottman azaitar,0.0,0.27,0.0,0.0,0.0,0.0,37,10,42,14,0,0,3,0,36,9,9,5,1,1,0,0,25,5
ufc fight night: covington vs. buckley,michael johnson vs. ottman azaitar,Round 2,ottman azaitar,0.0,0.31,0.0,0.0,0.0,0.0,19,6,19,6,0,0,2,1,19,6,3,2,0,0,0,0,14,3
ufc fight night: covington vs. buckley,joel alvarez vs. drakkar klose,Round 1,joel alvarez,0.0,0.83,0.0,0.0,0.0,4.0,24,20,44,39,0,0,1,1,16,12,4,4,8,8,0,0,19,15
ufc fight night: covington vs. buckley,joel alvarez vs. drakkar klose,Round 1,drakkar klose,0.0,0.53,1.0,0.0,0.0,68.0,13,7,23,16,1,1,4,4,12,7,3,2,1,0,0,0,6,1
ufc fight night: covington vs. buckley,sean woodson vs. fernando padilla,Round 1,sean woodson,1.0,0.53,0.0,0.0,0.0,63.0,71,38,71,38,0,0,4,3,69,36,3,0,0,0,2,2,64,35
ufc fight night: covington vs. buckley,sean woodson vs. fernando padilla,Round 1,fernando padilla,0.0,0.31,0.0,0.0,0.0,9.0,69,22,72,24,0,0,4,4,61,17,6,4,8,5,0,0,59,14
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 1,miles johns,0.0,0.27,0.0,0.0,0.0,29.0,43,12,43,12,0,0,2,1,43,12,2,2,0,0,0,0,39,9
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 2,miles johns,0.0,0.24,0.0,0.0,0.0,34.0,61,15,65,18,1,0,4,3,61,15,3,3,0,0,0,0,54,9
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 3,miles johns,0.0,0.12,0.0,0.0,1.0,32.0,33,4,35,5,0,0,2,1,31,4,2,0,2,0,0,0,29,3
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 1,felipe lima,0.0,0.41,0.0,0.0,0.0,2.0,48,20,48,20,1,0,9,3,46,18,5,4,2,2,0,0,34,13
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 2,felipe lima,0.0,0.41,1.0,0.0,0.0,44.0,58,24,61,27,1,1,2,1,56,24,4,2,1,0,1,0,52,21
ufc fight night: covington vs. buckley,miles johns vs. felipe lima,Round 3,felipe lima,0.0,0.39,0.33,1.0,0.0,129.0,28,11,31,13,3,1,1,1,24,10,1,1,2,1,2,0,26,9
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 1,miranda maverick,0.0,0.33,0.0,0.0,0.0,169.0,24,8,37,20,6,0,7,3,23,8,2,2,1,0,0,0,15,3
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 2,miranda maverick,0.0,0.75,0.5,0.0,0.0,97.0,4,3,17,15,2,1,2,2,3,2,1,1,1,1,0,0,1,0
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 3,miranda maverick,0.0,0.32,1.0,0.0,0.0,144.0,40,13,63,26,1,1,3,2,39,13,3,2,0,0,1,0,34,9
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 1,jamey-lyn horth,0.0,0.21,0.0,0.0,0.0,20.0,19,4,37,21,0,0,1,1,19,4,3,1,0,0,0,0,15,2
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 2,jamey-lyn horth,0.0,0.5,0.33,1.0,1.0,174.0,4,2,27,22,3,1,0,0,3,1,1,1,1,1,0,0,3,1
ufc fight night: covington vs. buckley,miranda maverick vs. jamey-lyn horth,Round 3,jamey-lyn horth,0.0,0.28,0.0,0.0,0.0,4.0,32,9,47,20,0,0,1,0,32,9,4,1,0,0,0,0,27,8
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 1,davey grant,0.0,0.54,0.0,0.0,0.0,0.0,72,39,72,39,0,0,22,19,72,39,22,15,0,0,0,0,28,5
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 2,davey grant,0.0,0.5,0.0,0.0,0.0,0.0,89,45,89,45,1,0,21,17,89,45,22,12,0,0,0,0,46,16
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 3,davey grant,0.0,0.48,0.0,0.0,0.0,0.0,129,63,129,63,0,0,22,19,129,63,23,15,0,0,0,0,84,29
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 1,ramon taveras,0.0,0.35,0.0,0.0,0.0,0.0,34,12,34,12,0,0,0,0,34,12,2,2,0,0,0,0,32,10
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 2,ramon taveras,0.0,0.51,0.0,0.0,0.0,0.0,49,25,49,25,0,0,1,1,45,23,1,1,3,2,1,0,47,23
ufc fight night: covington vs. buckley,davey grant vs. ramon taveras,Round 3,ramon taveras,0.0,0.43,0.0,0.0,0.0,0.0,73,32,73,32,0,0,0,0,73,32,3,2,0,0,0,0,70,30
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 1,josefine knutsson,0.0,0.6,0.0,0.0,0.0,20.0,30,18,46,31,0,0,1,1,12,7,5,5,18,11,0,0,24,12
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 2,josefine knutsson,0.0,0.31,0.0,0.0,0.0,57.0,19,6,29,16,0,0,0,0,12,3,3,2,7,3,0,0,16,4
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 3,josefine knutsson,0.0,0.33,0.0,0.0,0.0,0.0,6,2,25,20,0,0,2,1,6,2,1,1,0,0,0,0,3,0
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 1,piera rodriguez,0.0,0.61,0.8,0.0,0.0,220.0,31,19,36,24,5,4,1,0,13,6,4,3,9,6,9,7,26,16
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 2,piera rodriguez,0.0,0.63,0.75,0.0,0.0,159.0,19,12,34,21,4,3,1,1,10,5,6,5,7,5,2,2,12,6
ufc fight night: covington vs. buckley,josefine knutsson vs. piera rodriguez,Round 3,piera rodriguez,0.0,0.35,1.0,0.0,0.0,245.0,14,5,67,40,1,1,1,1,3,1,0,0,0,0,11,4,13,4
ufc 310: pantoja vs. asakura,alexandre pantoja vs. kai asakura,Round 1,alexandre pantoja,0.0,0.63,0.5,0.0,0.0,60.0,49,31,50,32,4,2,14,12,47,29,5,5,2,2,0,0,30,14
ufc 310: pantoja vs. asakura,alexandre pantoja vs. kai asakura,Round 2,alexandre pantoja,0.0,0.33,0.33,1.0,0.0,106.0,3,1,3,1,3,1,0,0,3,1,0,0,0,0,0,0,3,1
ufc 310: pantoja vs. asakura,alexandre pantoja vs. kai asakura,Round 1,kai asakura,0.0,0.57,0.0,0.0,0.0,24.0,26,15,40,27,0,0,3,2,25,15,6,5,1,0,0,0,17,8
ufc 310: pantoja vs. asakura,alexandre pantoja vs. kai asakura,Round 2,kai asakura,0.0,0.66,0.0,0.0,0.0,0.0,3,2,4,3,0,0,0,0,3,2,0,0,0,0,0,0,3,2
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 1,shavkat rakhmonov,0.0,0.4,0.0,0.0,0.0,200.0,5,2,16,13,3,0,0,0,3,1,2,1,2,1,0,0,3,1
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 2,shavkat rakhmonov,0.0,0.5,0.0,0.0,0.0,91.0,18,9,25,15,1,0,0,0,18,9,2,0,0,0,0,0,16,9
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 3,shavkat rakhmonov,0.0,0.57,0.0,0.0,0.0,71.0,19,11,19,11,0,0,0,0,18,10,5,4,1,1,0,0,14,7
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 4,shavkat rakhmonov,0.0,0.63,0.66,0.0,0.0,175.0,22,14,30,19,3,2,2,2,8,3,1,1,1,1,13,10,19,11
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 5,shavkat rakhmonov,0.0,0.33,0.0,0.0,1.0,164.0,3,1,12,7,3,0,0,0,3,1,0,0,0,0,0,0,3,1
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 1,ian machado garry,0.0,0.75,0.0,0.0,0.0,9.0,4,3,17,14,1,0,1,1,2,1,2,2,2,2,0,0,1,0
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 2,ian machado garry,0.0,0.41,0.0,0.0,0.0,26.0,24,10,28,13,0,0,9,6,20,8,3,2,4,2,0,0,12,2
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 3,ian machado garry,0.0,0.41,0.0,0.0,0.0,8.0,34,14,35,14,0,0,11,7,31,14,7,3,3,0,0,0,16,4
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 4,ian machado garry,0.0,0.68,0.0,0.0,0.0,13.0,16,11,31,23,0,0,7,6,15,10,3,3,1,1,0,0,6,2
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 5,ian machado garry,0.0,0.66,1.0,2.0,0.0,96.0,6,4,46,38,1,1,1,1,4,2,0,0,2,2,0,0,5,3
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 1,ciryl gane,0.0,0.8,1.0,2.0,0.0,98.0,15,12,20,17,1,1,4,4,12,9,5,5,0,0,3,3,6,3
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 2,ciryl gane,0.0,0.69,0.33,0.0,0.0,39.0,39,27,39,27,3,1,14,13,38,27,6,5,1,0,0,0,19,9
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 3,ciryl gane,0.0,0.57,0.0,0.0,0.0,83.0,7,4,7,4,0,0,2,2,7,4,0,0,0,0,0,0,5,2
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 1,alexander volkov,0.0,0.71,0.66,0.0,0.0,94.0,14,10,18,12,3,2,2,1,13,9,7,7,1,1,0,0,5,2
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 2,alexander volkov,0.0,0.53,0.0,1.0,0.0,0.0,47,25,47,25,0,0,3,1,44,23,12,10,3,2,0,0,32,14
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 3,alexander volkov,0.0,0.4,1.0,0.0,0.0,178.0,10,4,75,68,1,1,0,0,10,4,1,1,0,0,0,0,9,3
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 1,bryce mitchell,0.0,0.75,1.0,0.0,0.0,263.0,8,6,74,64,1,1,2,2,4,3,3,3,2,2,2,1,3,1
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 2,bryce mitchell,0.0,0.71,1.0,0.0,0.0,246.0,14,10,86,70,1,1,1,1,12,8,4,3,2,2,0,0,9,6
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 3,bryce mitchell,0.0,0.71,0.0,0.0,0.0,4.0,14,10,17,13,0,0,0,0,10,6,3,3,1,1,3,3,11,7
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 1,kron gracie,0.0,0.28,0.0,0.0,0.0,0.0,7,2,47,41,0,0,1,0,6,1,2,1,1,1,0,0,4,1
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 2,kron gracie,0.0,0.05,0.0,1.0,0.0,2.0,18,1,65,46,0,0,1,0,18,1,1,0,0,0,0,0,16,1
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 3,kron gracie,0.0,0.5,0.0,0.0,0.0,0.0,6,3,6,3,0,0,1,1,6,3,0,0,0,0,0,0,5,2
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 1,nate landwehr,0.0,0.36,0.0,0.0,0.0,23.0,25,9,29,11,0,0,4,3,20,6,10,4,5,3,0,0,11,2
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 2,nate landwehr,0.0,0.4,0.0,0.0,0.0,19.0,30,12,35,16,0,0,1,0,23,5,5,5,7,7,0,0,24,7
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 3,nate landwehr,0.0,0.33,0.0,0.0,0.0,0.0,12,4,13,5,0,0,0,0,12,4,0,0,0,0,0,0,12,4
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 1,dooho choi,0.0,0.6,0.5,0.0,0.0,84.0,66,40,66,40,2,1,5,4,64,38,4,4,1,1,1,1,57,32
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 2,dooho choi,0.0,0.79,1.0,0.0,0.0,180.0,29,23,32,26,2,2,3,3,24,18,5,5,3,3,2,2,21,15
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 3,dooho choi,0.0,0.71,1.0,0.0,0.0,169.0,21,15,59,48,1,1,1,1,11,6,0,0,0,0,10,9,20,14
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 1,dominick reyes,0.0,0.63,0.0,0.0,0.0,0.0,76,48,82,53,0,0,2,2,73,47,10,8,3,1,0,0,64,38
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 2,dominick reyes,0.0,0.84,0.0,0.0,0.0,231.0,86,73,150,119,0,0,1,1,2,1,0,0,19,16,65,56,85,72
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 1,anthony smith,0.0,0.45,0.0,0.0,0.0,1.0,46,21,49,24,1,0,3,2,43,19,7,5,3,2,0,0,36,14
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 2,anthony smith,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ufc 310: pantoja vs. asakura,vicente luque vs. themba gorimbo,Round 1,vicente luque,0.0,0.33,0.0,1.0,0.0,14.0,6,2,6,2,0,0,2,1,6,2,0,0,0,0,0,0,4,1
ufc 310: pantoja vs. asakura,vicente luque vs. themba gorimbo,Round 1,themba gorimbo,0.0,0.55,0.0,0.0,0.0,0.0,9,5,9,5,0,0,3,3,9,5,1,1,0,0,0,0,5,1
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 1,movsar evloev,0.0,0.16,1.0,0.0,0.0,55.0,6,1,26,16,1,1,2,1,5,1,0,0,1,0,0,0,4,0
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 2,movsar evloev,0.0,0.33,1.0,0.0,0.0,205.0,9,3,58,48,2,2,0,0,9,3,1,1,0,0,0,0,8,2
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 3,movsar evloev,0.0,0.36,0.5,0.0,1.0,109.0,11,4,81,72,2,1,0,0,8,2,0,0,0,0,3,2,11,4
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 1,aljamain sterling,0.0,0.27,1.0,0.0,0.0,169.0,11,3,18,7,2,2,1,0,11,3,5,2,0,0,0,0,5,1
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 2,aljamain sterling,0.0,0.62,0.33,0.0,2.0,48.0,8,5,30,25,3,1,0,0,7,4,2,2,1,1,0,0,6,3
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 3,aljamain sterling,0.0,0.57,1.0,0.0,0.0,159.0,7,4,19,13,3,3,1,0,5,2,1,1,1,1,1,1,5,3
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 1,randy brown,0.0,0.46,1.0,0.0,0.0,40.0,45,21,56,29,2,2,1,1,42,19,12,9,3,2,0,0,32,11
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 2,randy brown,0.0,0.51,0.0,0.0,0.0,56.0,29,15,35,21,1,0,1,1,26,13,3,3,3,2,0,0,25,11
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 3,randy brown,0.0,0.64,0.0,0.0,0.0,10.0,37,24,44,30,2,0,4,4,28,17,11,10,9,7,0,0,22,10
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 1,bryan battle,0.0,0.45,0.0,0.0,0.0,78.0,31,14,35,18,2,0,3,1,27,11,11,9,4,3,0,0,17,4
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 2,bryan battle,0.0,0.53,0.0,0.0,0.0,157.0,41,22,86,56,0,0,3,3,25,7,15,13,16,15,0,0,23,6
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 3,bryan battle,0.0,0.55,0.0,0.0,0.0,210.0,38,21,54,35,4,0,2,2,24,9,12,9,14,12,0,0,24,10
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 1,chris weidman,1.0,0.5,0.0,0.0,0.0,130.0,26,13,36,20,1,0,0,0,13,9,6,5,2,0,11,4,20,8
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 2,chris weidman,0.0,0.3,0.0,1.0,0.0,5.0,10,3,14,7,0,0,0,0,10,3,0,0,0,0,0,0,10,3
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 1,eryk anders,0.0,0.47,0.0,0.0,0.0,41.0,23,11,29,12,4,0,0,0,10,3,3,3,12,7,1,1,20,8
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 2,eryk anders,0.0,0.64,0.0,0.0,0.0,223.0,79,51,164,109,2,0,0,0,15,4,3,3,0,0,64,47,76,48
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 1,cody durden,0.0,0.42,0.66,0.0,0.0,194.0,33,14,38,18,3,2,1,0,33,14,2,1,0,0,0,0,30,13
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 2,cody durden,0.0,0.27,0.0,0.0,0.0,0.0,99,27,100,27,3,0,1,1,99,27,5,4,0,0,0,0,93,22
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 3,cody durden,0.0,0.34,0.0,0.0,0.0,0.0,85,29,85,29,2,0,4,3,85,29,1,1,0,0,0,0,80,25
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 1,joshua van,0.0,0.61,0.0,0.0,0.0,0.0,49,30,65,46,0,0,6,4,32,15,4,2,15,13,2,2,39,24
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 2,joshua van,0.0,0.52,0.0,0.0,0.0,9.0,136,72,137,73,0,0,2,1,134,71,15,14,2,1,0,0,119,57
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 3,joshua van,0.0,0.52,0.0,0.0,0.0,11.0,119,63,121,65,0,0,7,7,113,58,8,6,5,5,1,0,104,50
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 1,michael chiesa,0.0,0.35,0.25,0.0,0.0,95.0,17,6,25,12,4,1,0,0,15,4,4,2,2,2,0,0,13,4
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 2,michael chiesa,0.0,0.31,0.0,0.0,0.0,80.0,16,5,54,38,3,0,0,0,11,3,2,0,5,2,0,0,14,5
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 3,michael chiesa,0.0,0.33,1.0,1.0,0.0,53.0,6,2,8,4,1,1,0,0,3,2,0,0,3,0,0,0,6,2
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 1,max griffin,0.0,0.2,0.0,0.0,0.0,0.0,15,3,17,5,1,0,0,0,14,3,0,0,1,0,0,0,15,3
