Name,Nickname,Weight+AF8-Class,Knockouts,Submissions,First+AF8-Round+AF8-Finishes,Striking+AF8-Accuracy,Takedown+AF8-Accuracy,Sig+AF8-Str+AF8-Attempted Total,Takedowns+AF8-Landed+AF8-Total,Takedowns+AF8-Attempted+AF8-Total,Sig+AF8-Strikes+AF8-Per Min,Takedown+AF8-Avg+AF8-Per Min,Sig+AF8-Str+AF8-Def,Knockdown+AF8-Avg,Sig+AF8-Strikes+AF8-Absorbed+AF8-Per+AF8-Min,Sub+AF8-Avg+AF8-Per+AF8-Min,Takedown+AF8-Def,Avg+AF8-Fight+AF8-Time,Place+AF8-of+AF8-Birth,Octagon+AF8-Debut,Wins,Losses,Draws,Sig+AF8-Str+AF8-Landed Total+AF8-Total,Sig+AF8-Str+AF8-Landed Total+AF8-Percent,Sig+AF8-Strikes+AF8-While+AF8-Clinched+AF8-Total,Sig+AF8-Strikes+AF8-While+AF8-Clinched+AF8-Percent,Sig+AF8-Strikes+AF8-While+AF8-Standing+AF8-Total,Sig+AF8-Strikes+AF8-While+AF8-Standing+AF8-Percent,Sig+AF8-Strikes+AF8-While+AF8-Grounded+AF8-Total,Sig+AF8-Strikes+AF8-While+AF8-Grounded+AF8-Percent,Sig+AF8-Strikes+AF8-Head+AF8-Total,Sig+AF8-Strikes+AF8-Head+AF8-Percent,Sig+AF8-Strikes+AF8-Body+AF8-Total,Sig+AF8-Strikes+AF8-Body+AF8-Percent,Sig+AF8-Strikes+AF8-Leg+AF8-Total,Sig+AF8-Strikes+AF8-Leg+AF8-Percent,Win+AF8-by+AF8-KO/TKO+AF8-Total,Win+AF8-by+AF8-KO/TKO+AF8-Percent,Win+AF8-by+AF8-Decision+AF8-Total,Win+AF8-by+AF8-Decision+AF8-Percent,Win+AF8-by+AF8-Submission+AF8-Total,Win+AF8-by+AF8-Submission+AF8-Percent,img
Brian Gassaway,+ACI-+ACIAIg-Mandingo+ACIAIg-+ACI-,Welterweight Division,0,0,0,0.27,0,15,0,0,0.34,0,0.45,0,3.65,0,0.43,353,+ACI-Chicago, United States+ACI-,+ACI-Aug. 20, 2005+ACI-,24,17,3,4,0,2,0.5,2,0.5,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Kelvin Gastelum,,Middleweight Division,7,4,6,0.42,0.35,2759,9,66,3.74,1.1,0.58,0.43,3.48,0.1,0.59,817,+ACI-San Jose, United States+ACI-,+ACI-Apr. 14, 2013+ACI-,19,9,0,1170,0,106,0.09,986,0.84,78,0.07,777,0.66,202,0.17,191,0.16,7,0.39,7,0.39,4,0.22,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-06/GASTELUM+AF8-KELVIN+AF8-L+AF8-06+AC0-22.png?itok+AD0-vDE+AC0-t591
Willie Gates,+ACI-+ACIAIg-Whoop Ass+ACIAIg-+ACI-,Flyweight Division,0,0,0,0.39,0,172,0,0,1.8,0,0.39,0.81,4.28,0.4,0.68,558,+ACI-Fontana, United States+ACI-,+ACI-Dec. 13, 2014+ACI-,12,7,0,67,0,9,0.13,42,0.63,16,0.24,36,0.54,23,0.34,8,0.12,6,0.5,3,0.25,3,0.25,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/81a1275e+AC0-b7f2+AC0-4983+AC0-854d+AC0-7cb3bdf3b4f7+ACU-252Fwillie+AC0-gates+AF8-512292+AF8-LeftFullBodyImage.png?itok+AD0-XTin7BpD
Melissa Gatto,,Women's Flyweight Division,3,4,4,0.5,0.29,466,1,21,3.78,1.47,0.54,0.24,2.84,0.49,0.64,736,+ACI-State of S+//3//Q-o Paulo, Brazil+ACI-,+ACI-Aug. 7, 2021+ACI-,8,2,2,232,0,24,0.1,195,0.84,13,0.06,130,0.56,67,0.29,35,0.15,3,0.33,2,0.22,4,0.44,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-03/GATTO+AF8-MELISSA+AF8-L+AF8-07+AC0-01.png?itok+AD0-VDZXGH+AF8-f
Louis Gaudinot,+ACI-+ACIAIg-Goodnight+ACIAIg-+ACI-,Flyweight Division,0,0,0,0.37,0.4,332,0,5,2.34,0.57,0.49,0,6.42,1.13,0.31,637,United States,+ACI-Dec. 4, 2011+ACI-,6,4,0,124,0,13,0.1,99,0.8,12,0.1,74,0.6,20,0.16,30,0.24,2,0.29,2,0.29,3,0.43,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/51dd5e0b+AC0-99a8+AC0-4769+AC0-bf9e+AC0-ff975d46dfd9+ACU-252FLouis+AC0-Gaudinot+AF8-231412+AF8-LeftFullBodyImage.png?itok+AD0-JQ+AC0-kwHeq
Manuel Gaxhja,,Lightweight Division,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,+ACI-Feb. 11, 2025+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-04/ff8abe2b+AC0-ae67+AC0-46be+AC0-b427+AC0-753476eebef3+ACU-252FGAXHJA+AF8-MANUEL+AF8-L.png?itok+AD0-icHsbiW+AC0-
Shamil Gaziev,,Heavyweight Division,9,3,9,0.48,0.3,248,0,10,2.57,0.96,0.45,0.64,3.87,0.32,0.83,561,+ACI-Khunzakh, Dagestan, Russia+ACI-,+ACI-Dec. 16, 2023+ACI-,14,1,0,120,0,25,0.21,78,0.65,17,0.14,86,0.72,32,0.27,2,0.02,9,0.64,2,0.14,3,0.21,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-01/GAZIEV+AF8-SHAMIL+AF8-L+AF8-02+AC0-01.png?itok+AD0-VZSPMijF
Paul Georgieff,,Welterweight Division,0,0,0,0.4,0,30,0,2,2.55,0,0.35,0,2.34,0,0,282,+ACI-St. Paul, United States+ACI-,+ACI-Dec. 9, 2007+ACI-,7,2,0,12,0,1,0.08,8,0.67,3,0.25,9,0.75,1,0.08,2,0.17,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Brian Geraghty,+ACI-+ACIAIg-Duke+ACIAIg-+ACI-,Lightweight Division,0,0,0,0.25,0,4,0,0,0.47,0,0.36,0,9.77,0,0.5,129,+ACI-Pleasant Prairie, United States+ACI-,+ACI-Jun. 23, 2007+ACI-,24,9,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Karine Gevorgyan,+ACI-+ACIAIg-Princess+ACIAIg-+ACI-,Women's Flyweight Division,0,0,0,0.2,0,10,0,2,1.2,0,0.77,0,1.8,0,0,100,+ACI-Yerevan, Armenia+ACI-,+ACI-Dec. 1, 2017+ACI-,3,3,0,2,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,3,1,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/e23570ae+AC0-572f+AC0-4288+AC0-8f0c+AC0-4f6d4e906e93+ACU-252FKarine+AC0-Gevorgyan+AF8-644626+AF8-LeftFullBodyImage.png?itok+AD0ALQ-Ujtta8i
Yanis Ghemmouri,+ACI-+ACIAIg-The Desert Warrior+ACIAIg-+ACI-,Bantamweight Division,3,4,5,0.39,0,75,0,4,2.29,0,0.36,0,5.14,0,0,380,+ACI-Decines+AC0-Charpieu, France+ACI-,+ACI-Sep. 2, 2023+ACI-,12,3,0,29,0,4,0.14,25,0.86,0,0,0,0,7,0.24,22,0.76,3,0.25,5,0.42,4,0.33,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-06/GHEMMOURI+AF8-YANIS+AF8-R+AF8-06+AC0-29.png?itok+AD0-EKCzWlBn
Darrel Gholar,,Middleweight Division,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+ACI-North Hollywood, United States+ACI-,+ACI-Jan. 8, 1999+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Tiki Ghosn,,Welterweight Division,0,0,0,0.47,0.5,217,0,2,2.78,0.41,0.58,0,2.94,0,0.62,364,+ACI-Huntington Beach, United States+ACI-,+ACI-Mar. 10, 2000+ACI-,8,5,0,101,0,28,0.28,63,0.62,10,0.1,41,0.41,30,0.3,30,0.3,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Christos Giagos,+ACI-+ACIAIg-The Spartan+ACIAIg-+ACI-,Lightweight Division,8,4,5,0.42,0.37,844,1,60,3.03,2.84,0.51,0.13,3.21,0.39,0.52,499,+ACI-Azusa, United States+ACI-,+ACI-Oct. 25, 2014+ACI-,20,12,0,353,0,41,0.12,261,0.74,51,0.14,232,0.66,81,0.23,40,0.11,8,0.4,8,0.4,4,0.2,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-04/GIAGOS+AF8-CHRISTOS+AF8-L+AF8-09+AC0-16.png?itok+AD0-Fu0iZIbp
Joe Giannetti,+ACI-+ACIAIg-Skeletor+ACIAIg-+ACI-,Lightweight Division,0,0,0,0.39,0.17,75,1,6,1.93,1,0.41,0,2.8,0,0,900,+ACI-Boston, United States+ACI-,+ACI-Jul. 6, 2018+ACI-,7,1,0,29,0,2,0.07,27,0.93,0,0,3,0.1,11,0.38,15,0.52,0,0,1,0.14,6,0.86,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2018+AC0-10/GIANNETTI+AF8-JOE+AF8-R+AF8-0.png?VersionId+AD0-fx4l8QwssZx3Fl3fUBNXY7DczJDTdddW+ACY-itok+AD0-OdakfpjP
James Giboo,,Welterweight Division,0,0,0,0.27,0,33,0,6,1.2,0,0.39,0,7.08,0,0,449,+ACI-Yale, United States+ACI-,+ACI-Jul. 19, 2008+ACI-,11,3,0,9,0,0,0,9,1,0,0,4,0.44,3,0.33,2,0.22,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Chase Gibson,,Lightweight Division,0,0,0,0.55,0,86,0,2,3.13,0,0.52,0,6.4,0,0,900,+ACI-Los Angeles, United States+ACI-,+ACI-Feb. 11, 2025+ACI-,0,1,0,47,0,0,0,47,1,0,0,22,0.47,17,0.36,8,0.17,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/8d19f0d0+AC0-c827+AC0-4701+AC0-841a+AC0-c1cd21e94553+ACU-252FGIBSON+AF8-CHASE+AF8-R.png?itok+AD0-NNDGorK9
Cody Gibson,+ACI-+ACIAIg-The Renegade+ACIAIg-+ACI-,Bantamweight Division,7,6,8,0.44,0.41,704,5,32,3.47,2.18,0.57,0.34,3.36,0.67,0.68,672,United States,+ACI-Feb. 22, 2014+ACI-,22,10,0,311,0,67,0.22,228,0.73,16,0.05,232,0.75,51,0.16,28,0.09,7,0.32,9,0.41,6,0.27,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-07/GIBSON+AF8-CODY+AF8-L+AF8-03+AC0-23.png?itok+AD0-IUMFJ8bc
Thomas Gifford,+ACI-+ACIAIg-The Young Lion+ACIAIg-+ACI-,Lightweight Division,3,13,0,0.38,0.33,312,1,3,3.97,0.5,0.37,0,6.45,0,0.33,893,+ACI-Hot Springs, United States+ACI-,+ACI-Apr. 27, 2019+ACI-,17,9,0,118,0,12,0.1,104,0.88,2,0.02,61,0.52,23,0.19,34,0.29,3,0.18,1,0.06,13,0.76,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/71465/profile+AC0-galery/fullbodyleft+AC0-picture/GIFFORD+AF8-THOMAS+AF8-L.png?VersionId+AD0-3k9PqFwHN2XKFBmszeGaMqvHGaBCvvo4+ACY-itok+AD0-vGwL+AC0-7PK
Joe Gigliotti,+ACI-+ACIAIg-Capo+ACIAIg-+ACI-,Middleweight Division,0,0,0,0.39,1,51,0,2,1.04,1.56,0.46,0,2.92,0.78,0.5,576,+ACI-Cleveland, United States+ACI-,+ACI-Aug. 7, 2016+ACI-,7,2,0,20,0,8,0.4,11,0.55,1,0.05,12,0.6,6,0.3,2,0.1,3,0.43,0,0,4,0.57,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/24aa7b05+AC0-8241+AC0-4a19+AC0-a2aa+AC0-e0052cec12eb+ACU-252Fjoseph+AC0-gigliotti+AF8-596736+AF8-LeftFullBodyImage.png?itok+AD0-4iOjwqeg
Joey Gilbert,,Lightweight Division,0,0,0,0.43,0,7,0,1,0.61,0,0.31,0,4.44,0,0,297,United States,+ACI-May. 4, 2001+ACI-,0,0,0,3,0,2,0.67,1,0.33,0,0,0,0,2,0.67,1,0.33,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Trevin Giles,,Welterweight Division,6,5,4,0.54,0.5,895,5,22,3.17,1.07,0.58,0.29,2.39,0.29,0.72,659,+ACI-San Antonio, United States+ACI-,+ACI-Jul. 9, 2017+ACI-,16,7,0,487,0,32,0.07,369,0.76,86,0.18,363,0.75,46,0.09,78,0.16,6,0.38,5,0.31,5,0.31,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-02/GILES+AF8-TREVIN+AF8-L+AF8-02+AC0-10.png?itok+AD0-Kz+AF8-Qchno
Gregor Gillespie,+ACI-+ACIAIg-The Gift+ACIAIg-+ACI-,Lightweight Division,8,5,0,0.53,0.48,418,17,56,3.74,6.86,0.58,0.51,2.3,0.76,1,443,+ACI-Rochester, United States+ACI-,+ACI-Sep. 25, 2016+ACI-,14,1,0,221,0,19,0.09,68,0.31,134,0.61,186,0.84,20,0.09,15,0.07,8,0.53,2,0.13,5,0.33,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2021+AC0-05/68048+ACU-252Fprofile+AC0-galery+ACU-252Ffullbodyleft+AC0-picture+ACU-252FGILLESPIE+AF8-GREGOR+AF8-L+AF8-05+AC0-08.png?itok+AD0-DSEehmqR
Jason Gilliam,+ACI-+ACIAIg-The Gizzard+ACIAIg-+ACI-,Welterweight Division,0,0,0,0.33,0,9,0,0,0.79,0,0.43,0,3.14,0,0,115,+ACI-Muncie, United States+ACI-,+ACI-Mar. 3, 2007+ACI-,11,1,0,3,0,1,0.33,2,0.67,0,0,0,0,3,1,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Micheal Gillmore,+ACI-+ACIAIg-The Gentleman+ACIAIg-+ACI-,Welterweight Division,3,0,0,0.57,0,54,0,0,2.04,0,0.43,0,3.02,0,0.5,457,+ACI-Lansing, United States+ACI-,+ACI-Aug. 28, 2021+ACI-,6,5,0,31,0,0,0,28,0.9,3,0.1,14,0.45,4,0.13,13,0.42,3,0.5,3,0.5,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-05/a4b66a68+AC0-951d+AC0-425b+AC0-8e5b+AC0-d059081cf5e1+ACU-252FGILLMORE+AF8-MICHEAL+AF8-L+AF8-02+AC0-26.png?itok+AD0-Qu+AC0-4Z+AC0-0W
Alex Gilpin,,Featherweight Division,0,0,0,0.54,0.25,87,0,4,6.8,2.17,0.43,0,12.29,2.17,0,415,+ACI-St. Louis, United States+ACI-,+ACI-Feb. 11, 2025+ACI-,10,1,0,47,0,1,0.02,45,0.96,1,0.02,45,0.96,1,0.02,1,0.02,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Bob Gilstrap,,Middleweight Division,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United States,+ACI-May. 15, 1998+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Eperaim Ginting,,Bantamweight Division,0,0,0,0,1,1,0,1,0,15.52,1,0,0,0,0,58,+ACI-Berastagi, Indonesia+ACI-,+ACI-Feb. 11, 2025+ACI-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-06/GINTING+AF8-EPERAIM+AF8-L.png?itok+AD0-1bpOq4jO
He+AC0-Man Gipson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+ACI-Las Vegas, United States+ACI-,+ACI-Jul. 14, 1995+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Ricky Glenn,+ACI-+ACIAIg-The Gladiator+ACIAIg-+ACI-,Welterweight Division,13,3,7,0.43,0.13,1105,4,45,3.79,0.72,0.51,0.36,4.3,0.36,0.69,681,+ACI-Marshalltown, United States+ACI-,+ACI-Sep. 18, 2016+ACI-,22,9,2,473,0,76,0.16,273,0.58,124,0.26,292,0.62,119,0.25,62,0.13,13,0.59,6,0.27,3,0.14,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-04/GLENN+AF8-RICKY+AF8-L+AF8-04+AC0-22.png?itok+AD0-0SrzZZOK
Mark Godbeer,+ACI-+ACIAIg-The Hand Of+ACIAIg-+ACI-,Heavyweight Division,0,0,0,0.54,0,230,0,2,3.97,0,0.54,0,3.3,0,0.29,469,+ACI-Taunton, United Kingdom+ACI-,+ACI-Nov. 19, 2016+ACI-,13,3,0,124,0,22,0.18,88,0.71,14,0.11,65,0.52,42,0.34,17,0.14,9,0.69,2,0.15,2,0.15,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/68716/profile+AC0-galery/fullbodyleft+AC0-picture/mark+AC0-godbeer+AF8-607546+AF8-LeftFullBodyImage.png?VersionId+AD0-FOuv8o5s4HHcnYOkljUpcE3f53evSQjL+ACY-itok+AD0-3NyyAHlg
Loopy Godinez,,Women's Strawweight Division,1,2,2,0.48,0.48,1407,15,67,4.16,2.95,0.63,0.09,3.69,1.01,0.81,814,+ACI-Aguascalientes, Mexico+ACI-,+ACI-Apr. 17, 2021+ACI-,12,5,0,678,0,67,0.1,571,0.84,40,0.06,514,0.76,121,0.18,43,0.06,1,0.08,9,0.75,2,0.17,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-01/5/GODINEZ+AF8-LOOPY+AF8-L+AF8-09+AC0-16.png?itok+AD0-WzGkSUTP
Allan Goes,,Middleweight Division,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil,+ACI-May. 15, 1998+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Billy Ray Goff ,,Welterweight Division,7,0,4,0.46,0.18,413,0,17,8.56,2.01,0.59,1.34,5.71,0,1,449,+ACI-Gulfport, United States+ACI-,+ACI-Aug. 26, 2023+ACI-,9,3,0,192,0,12,0.06,177,0.92,3,0.02,98,0.51,37,0.19,57,0.3,7,0.78,2,0.22,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-08/GOFF+AF8-BILLY+AF8-L.png?itok+AD0-39qKhuSG
Amiran Gogoladze,,Welterweight Division,0,0,0,0.67,0,3,0,1,1.64,0,0,0,0.82,0,0,73,,+ACI-Feb. 11, 2025+ACI-,0,1,0,2,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-08/GOGOLADZE+AF8-AMIRAN+AF8-L.png?itok+AD0-q9KzyYrV
Hannah Goldy,+ACI-+ACIAIg-24K+ACIAIg-+ACI-,Women's Flyweight Division,1,1,0,0.47,0.12,753,0,25,5.19,0.66,0.51,0,4.67,0.22,0.55,682,+ACI-Boston, United States+ACI-,+ACI-Aug. 3, 2019+ACI-,6,4,0,354,0,84,0.24,252,0.71,18,0.05,179,0.51,102,0.29,73,0.21,1,0.17,4,0.67,1,0.17,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-07/GOLDY+AF8-HANNAH+AF8-L+AF8-07+AC0-23.png?itok+AD0-DMIRJPMe
Marcelo Golm,,Heavyweight Division,5,1,0,0.58,0.5,243,1,2,4.27,0.45,0.46,0,4.3,0.45,0.88,499,+ACI-State of S+//3//Q-o Paulo, Brazil+ACI-,+ACI-Oct. 29, 2017+ACI-,6,3,0,142,0,50,0.35,72,0.51,20,0.14,93,0.65,24,0.17,25,0.18,5,0.83,0,0,1,0.17,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/69613/profile+AC0-galery/fullbodyleft+AC0-picture/Marcelo+AC0-Golm+AF8-641626+AF8-LeftFullBodyImage.png?VersionId+AD0-EzjpmibuXItirDqEAGXQnby8glcaxw5C+ACY-itok+AD0-lDeHVTDx
Denise Gomes,+ACI-+ACIAIg-Dee+ACIAIg-+ACI-,Women's Strawweight Division,6,0,2,0.5,0.25,756,0,16,4.55,0.72,0.51,0.36,3.11,0.9,0.67,712,+ACI-Santana do Livramento, Brazil+ACI-,+ACI-Sep. 17, 2022+ACI-,10,3,0,378,0,86,0.23,253,0.67,39,0.1,189,0.5,100,0.26,89,0.24,6,0.6,4,0.4,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-11/GOMES+AF8-DENISE+AF8-L+AF8-11+AC0-04.png?itok+AD0-vveTdmCr
Edson Gomez,,Welterweight Division,0,0,0,0.32,0,62,0,5,2.66,0,0.46,0,8.78,0,0,451,,+ACI-Feb. 11, 2025+ACI-,0,1,0,20,0,0,0,20,1,0,0,14,0.7,5,0.25,1,0.05,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2020+AC0-10/71707+ACU-252Fprofile+AC0-galery+ACU-252Ffullbodyleft+AC0-picture+ACU-252FGOMEZ+AF8-EDSON+AF8-L.png?itok+AD0-zDdPjq0z
Joey Gomez,,Lightweight Division,0,0,0,0.5,0.29,113,0,7,3.73,2,0.51,0,3.33,0,0,900,+ACI-Reno, United States+ACI-,+ACI-Feb. 11, 2025+ACI-,7,0,0,56,0,0,0,47,0.84,9,0.16,54,0.96,2,0.04,0,0,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/1e5797dc+AC0-ba43+AC0-49c1+AC0-9587+AC0-aa0c58cc739a+ACU-252FJoey+AC0-Gomez+AF8-575395+AF8-LeftFullBodyImage.png?itok+AD0-LFoVIJkn
Joey Gomez,,Lightweight Division,0,0,0,0.5,0.29,113,0,7,3.73,2,0.51,0,3.33,0,0,900,+ACI-Reno, United States+ACI-,+ACI-Feb. 11, 2025+ACI-,7,0,0,56,0,0,0,47,0.84,9,0.16,54,0.96,2,0.04,0,0,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/fighter+AF8-images/Joey+AF8-Gomez/GOMEZ+AF8-JOEY+AF8-R.png?VersionId+AD0-dIwXYD01d.SGe3ijpMctmjdMaBHyNwVR+ACY-itok+AD0-hl0+AC0-JkkD
Ulysses Gomez,+ACI-+ACIAIg-Useless+ACIAIg-+ACI-,Flyweight Division,0,0,0,0.25,0,202,0,8,2.72,0,0.69,0,3.57,0,0,563,United States,+ACI-Feb. 16, 2013+ACI-,9,4,0,51,0,3,0.06,48,0.94,0,0,15,0.29,3,0.06,33,0.65,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Luis Gomez,+ACI-+ACIAIg-Tiger Junior+ACIAIg-+ACI-,Featherweight Division,0,0,0,0.34,0.5,62,0,8,1.57,4.48,0.55,0,4.03,0,0.33,803,Cuba,+ACI-Jul. 25, 2017+ACI-,4,1,0,21,0,1,0.05,20,0.95,0,0,16,0.76,3,0.14,2,0.1,2,0.5,1,0.25,1,0.25,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/5d4a3251+AC0-7268+AC0-4de5+AC0-bf69+AC0-6c6928a17af1+ACU-252FLuis+AC0-Raul+AC0-Gomez+AF8-631555+AF8-LeftFullBodyImage.png?itok+AD0-Qdxadcp9
Joey Gomez,+ACI-+ACIAIg-KO King+ACIAIg-+ACI-,Bantamweight Division,0,0,0,0.29,1,207,0,1,2.44,0.62,0.55,0.62,4.46,0,0.5,727,+ACI-Fairfax, United States+ACI-,+ACI-Jan. 18, 2016+ACI-,6,2,0,59,0,12,0.2,47,0.8,0,0,36,0.61,9,0.15,14,0.24,6,1,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/1e5797dc+AC0-ba43+AC0-49c1+AC0-9587+AC0-aa0c58cc739a+ACU-252FJoey+AC0-Gomez+AF8-575395+AF8-LeftFullBodyImage.png?itok+AD0-LFoVIJkn
Joey Gomez,+ACI-+ACIAIg-KO King+ACIAIg-+ACI-,Bantamweight Division,0,0,0,0.29,1,207,0,1,2.44,0.62,0.55,0.62,4.46,0,0.5,727,+ACI-Fairfax, United States+ACI-,+ACI-Jan. 18, 2016+ACI-,6,2,0,59,0,12,0.2,47,0.8,0,0,36,0.61,9,0.15,14,0.24,6,1,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/fighter+AF8-images/Joey+AF8-Gomez/GOMEZ+AF8-JOEY+AF8-R.png?VersionId+AD0-dIwXYD01d.SGe3ijpMctmjdMaBHyNwVR+ACY-itok+AD0-hl0+AC0-JkkD
